2	221681361	221711029
7	223698027	223770108
5	229691383	229982619
3	234933459	234968987
7	235190394	235212541
1	236067692	236795121
1	237974043	238374770
2	244095202	244182625
1	245006479	245012644
20	245141053	246442693
1	2366114	2370109
13	3142453	3539057
2	5189627	5459265
1	10665089	10977734
4	21608771	21923069
2	36392726	36659675
8	39957320	40504667
2	52898603	53163533
2	53691140	53801824
1	64449736	64548984
1	72954200	73079758
3	73385687	73548272
4	89184656	89333311
1	90592580	90755887
3	96188339	96318702
2	100132243	100270930
5	116927828	117128034
20	120067972	121047873
1	168048630	168151810
2	172077265	172222566
6	193433534	193846835
4	200743271	200990829
3	210714766	210909726
5	220362590	220524936
6	221917641	222446632
1	223154547	223319897
1	223471574	223593401
5	232875926	233201574
4	244473769	244808278
6	2062347	2314237
1	3117044	3216520
3	5733711	5868138
1	5872056	6045644
3	6106679	6247065
5	6379059	6587990
2	8125994	8276744
1	14551787	14593526
1	18154502	18361688
1	27029262	27193580
1	44259986	44425691
1	44544896	44720377
2	52078423	52314287
1	59099890	59263763
1	59901614	59924564
1	78781032	78973179
2	81805674	81979888
1	92441870	92578217
2	97680297	97873732
1	99768413	99937227
1	108013196	108216400
5	109217748	109463759
1	145351618	145550490
2	162113502	162330459
8	166061707	166619686
1	171535047	171748780
1	173496254	173673926
2	178395125	178602163
2	182046713	182228470
1	188981294	189134568
1	204186230	204407370
1	215701253	215854656
5	232330965	232487226
1	53418151	53497027
1	9089163	9197219
5	102223324	102767806
3	2573419	2580949
1	2594341	2598916
1	2600428	2606129
5	2607837	2622864
1	3749765	3751122
1	7778984	7787527
1	8500203	8503822
1	9685183	9688695
1	15373466	15383249
1	21300656	21303960
1	22472667	22481250
2	22776986	22778172
1	23763647	23767838
1	23876065	23879493
1	24831331	24839597
7	25031013	25034311
1	28950199	28952457
1	31449037	31450756
1	32891848	32896738
1	33643387	33649647
2	40794272	40801210
1	41171348	41172556
1	43864440	43866796
1	46586130	46592914
1	50257596	50260873
1	51798132	51802312
1	53591521	53592861
1	61732093	61735957
1	63254630	63258935
1	64960097	64965173
1	66601844	66603938
1	66851605	66853397
13	79841670	81616474
1	79994371	79995618
1	82665083	82672074
1	87847397	87854193
1	91208825	91215100
1	103418204	103427873
1	103519977	103523370
8	109954441	110006486
1	112793533	112796480
1	150056233	150063393
1	150480555	150490330
2	150529970	150551253
1	152777660	152779607
7	157133925	157136752
1	161574673	161581055
1	167874342	167880013
1	171075068	171076391
1	174503382	174506423
1	176821807	176827109
1	181054074	181063378
6	183065293	183101199
1	189590608	189597774
1	198924789	198934596
1	200182977	200188892
1	200200378	200203268
1	204766250	204775640
10	208137197	208167406
1	209516178	209520373
7	210537527	210539486
1	210913883	210921385
1	218985638	218989402
1	219281512	219282616
2	222450467	222712973
2	224093029	224145538
16	225946739	226872832
2	226838004	226840255
3	227878654	227887463
3	230524960	230527081
1	230815723	230817765
1	232572811	232576481
1	237533073	237537732
1	244353545	244355012
1	110756363	110759664
1	145312377	145315276
1	151677134	151685619
1	152855287	152857235
1	159428462	159438144
19	16213047	16262379
1	163915533	163917071
9	167488547	167514350
2	173695580	174176624
2	17548102	17550349
2	177595331	177611528
1	177989461	177990945
1	181417109	181418317
1	199093796	199262355
1	199784793	199835239
1	225416271	225420813
1	228779487	228782225
13	243642870	244003129
1	35656892	35666141
1	47548818	47549941
1	5027130	5068705
4	54861486	54879213
4	61884829	61892933
1	70894407	70897146
1	84007222	84008354
5	94020344	94065496
6	9238434	9334995
1	15402847	15423112
2	92129369	92357103
1	119030780	119183750
6	165220490	165459990
1	189726451	189888415
2	240091721	240399582
1	45568702	45680850
3	72784767	72860767
6	82851559	82950167
1	109490837	109556481
15	185336978	186256217
1	188264680	188318734
2	216484143	216490228
6	41116195	41156425
1	67041230	67054777
1	71376291	71406307
1	72249809	72255233
1	105755519	105783414
2	164052127	164078353
1	189616237	189638488
1	202589558	202621867
1	208325276	208370942
1	242705151	242728100
2	10561191	10565784
1	12431530	12456055
2	15665011	15683808
1	17760550	17775885
1	20473599	20477546
1	25392210	25398468
1	35482364	35514250
1	53308066	53315381
1	58568421	58575196
1	79405655	79409914
6	109142222	109184766
4	111730660	111735827
2	174849961	174881366
1	182411618	182425419
1	190102939	190134703
1	199903347	199934485
5	229385301	229389962
1	237141880	237146096
1	243703662	243714349
1	142097726	142099955
6	154792346	154795835
5	84483817	84488681
4	157221997	157253192
1	69768614	69775243
1	98326518	98333214
1	24768045	24774830
2	65769214	65807086
7	84289565	84300266
1	46015346	46024503
3	121185923	121186957
1	212889557	212889975
1	45941452	45941819
4	208788822	208793886
1	104426511	104431824
4	205607052	205612772
1	39150888	39157686
2	75613443	75621564
3	121176554	121185357
1	153084977	153149168
1	102341511	102341511
1	105915479	105915479
1	112636628	112639206
1	113343812	113343812
1	116781171	116781171
1	150454544	150457364
1	1574409	1574409
1	173173530	173173530
1	17488383	17488383
6	195738086	195778020
1	196742448	196742448
1	208893959	208893959
1	211781124	211781124
1	217228234	217228234
1	218144279	218144279
2	225209564	225211604
1	22777074	22777074
6	234615497	234618190
1	234728137	234728137
1	24083423	24083423
1	243890225	243890225
1	246614567	246614567
1	31744131	31744131
1	35395258	35395258
1	55478495	55478495
2	63477718	63480984
1	6725208	6725208
1	82494275	82494275
1	88745413	88745413
3	142121960	142123319
2	141822864	141963731
2	34193283	34697183
1	2795967	2837348
2	76720632	76792574
2	79607654	79649623
2	197295301	197365481
3	228484969	228510401
1	36376607	36389324
1	111551934	111587587
1	208540737	208628704
1	34849389	34851786
3	55620561	55743716
1	145950785	145952082
1	244464557	244465606
1	39184116	39184116
1	246634150	246634150
1	118733253	118733253
1	73367621	73367621
1	33224970	33224970
1	215210747	215282228
3	104274099	104294899
1	116778663	116791664
1	118721481	118726986
2	151940298	151960688
1	163808794	163826002
3	164442179	164460994
1	173313035	173361029
2	17467179	17493999
1	177836523	177850224
2	179007836	179046936
1	191243080	191271509
2	196569006	196582349
3	20270133	20315058
1	206299457	206323920
3	208869521	208916934
1	213780044	213802218
3	233427940	233835001
1	234325435	234344750
7	23466481	23485360
2	242050461	242083987
1	243893607	243899266
1	247149254	247173069
1	24667583	24687729
2	26327011	26355920
4	28536220	28568097
1	28580390	28611219
1	29708903	29740480
2	32949046	32974405
1	41236609	41250124
1	50272848	50321811
3	59799705	59844580
1	73364824	73373402
2	78421079	78433560
1	95563395	95593001
1	9599480	9609584
1	9748873	9780074
2	151551932	151607803
1	170952312	170991363
1	206840755	206884716
1	225721186	225750747
3	26801797	26884491
1	43868287	43878235
1	47486248	47501675
1	15361772	15362873
1	8105171	8111872
1	107023241	107025005
1	64615315	64624133
1	221083948	221090227
1	197378049	197380463
3	236918783	236922717
1	102096209	102098748
3	105627084	105751839
1	15149071	15151883
5	156783620	156788016
1	177220369	177243352
3	187261219	187297986
3	189983338	189993306
2	193271678	193285922
1	197215222	197223208
1	202204481	202212021
1	212919913	212922145
2	213558856	213567706
1	215356748	215360951
1	219812673	219820232
1	229602207	229609275
1	232770219	232774658
1	243505832	243509159
1	38414624	38417452
2	40738766	40743009
1	84668621	84670569
1	85683879	85687990
4	14308680	14311766
1	14337190	14339036
2	24387442	24398896
1	29205353	29235370
2	33251560	33259567
1	33252784	33259556
1	54427443	54436306
1	57722008	57723439
1	92004649	92005921
1	151981612	151983167
1	196887052	196896230
4	197040116	197042300
1	203284665	203286029
1	218603932	218616389
1	235408376	235439423
1	245087740	245090824
3	157915081	157916524
1	119814298	119815334
3	58516230	58517638
1	192265651	192266862
3	241849136	241850633
3	197705075	197707100
2	202581889	202583716
2	37196592	37198627
1	83074867	83076972
2	190183023	190185283
1	2043376	2045793
2	56603427	56607840
1	196023411	196024627
1	104670836	104673009
1	152347532	152351311
1	166693627	166695474
1	184050339	184051921
1	188319283	188320503
1	193069200	193074564
1	202154269	202156525
1	209435916	209437112
1	228199169	228200503
2	33248869	33251543
1	43466652	43468133
1	48494706	48496264
1	65813532	65816494
1	93008619	93014050
1	85314628	85618837
1	118228296	118547581
1	34100866	34183579
1	79286032	79358240
1	101756396	101757520
1	107691171	107700129
1	109217748	109267586
2	109583560	109627659
1	110831091	110838240
1	11295225	11320952
1	11633148	11636150
1	119383460	119390866
1	14157047	14159051
1	148936576	148940308
1	150643334	150657076
3	152018763	152040053
2	15458200	15466253
1	156491449	156503686
3	161153719	161159900
1	162647580	162655215
1	164170586	164180398
1	165025361	165033674
1	167843192	167847882
1	176730214	176738117
1	178211524	178338610
1	179871788	179878664
1	186838019	186914210
2	187001959	187233979
1	188102143	188145217
1	190472655	190481687
1	190837330	190838734
1	191147324	191154968
1	197808393	197812030
1	199345711	199348566
3	199479459	199483771
1	199488425	199489541
1	200244450	200253041
2	202036514	202067049
1	202667406	202670282
1	211712467	211718771
1	212625281	212626674
1	214144387	214146778
1	215294739	215296297
2	22372117	22379438
3	224467789	224555449
2	224891964	224899927
1	227438736	227440247
1	228812517	228816269
1	230576628	230580289
1	234117830	234120795
1	234349280	234357655
3	234668946	234854412
1	243382842	243394708
2	244386105	244452757
1	27534822	27604238
1	28980482	29012343
1	30258715	30260927
2	33093188	33152695
2	33557214	33592721
2	37961428	37965124
1	38622926	38624937
1	39343798	39351119
3	43777867	43844653
1	4647597	4650890
1	47835937	47837606
1	47947454	47950514
1	49701076	49721593
1	53401403	53403119
1	54140841	54142318
1	54385957	54387727
1	54832635	54842574
1	55296572	55298884
1	56500834	56504268
1	58494898	58505638
1	62539115	62542475
1	65943589	65944594
2	67054777	67066731
1	68349987	68354587
1	71077666	71079337
1	76942605	76962938
4	8313475	8346097
1	85012152	85013886
1	86476779	86479953
1	87493441	87507691
1	88055598	88075192
1	8931993	8934309
1	94176826	94277133
2	9455825	9462280
1	96069014	96078021
1	103211383	103321085
1	27644596	27817946
1	54350989	54363910
1	70248382	70339569
1	15888573	15967903
1	188700036	188762630
1	215385218	215391277
1	71621625	71710282
1	188925052	188954476
1	89029966	89133108
2	105055522	105057888
1	110703607	110704378
4	121055666	121087887
1	121143962	121184913
1	155440245	155442221
1	155978387	155980396
1	156308318	156309570
1	157278956	157283420
1	164635080	164638013
1	173466974	173468519
1	177511282	177512932
1	183276164	183278578
1	186805826	186807091
1	191781794	191782684
1	192905254	192905573
1	203444971	203445653
2	205358882	205360051
1	216312055	216313369
1	220210400	220214380
1	235632471	235633076
1	30117823	30118894
1	30806384	30806693
1	30812981	30814475
1	30895173	30897439
1	4025643	4027279
1	43142818	43143142
2	61853831	61856548
1	67780356	67781651
1	7637194	7638277
1	77605023	77606390
1	86513349	86514535
1	97283457	97284450
1	111777127	111784755
1	117682003	117683406
1	117811591	117815812
1	117968996	117970228
1	15128849	15133915
1	154996956	155003668
1	156993464	156994771
1	158418318	158419818
1	167270838	167278445
1	192717156	192721514
1	203765769	203767389
1	219119246	219120395
1	224413180	224417019
1	227089316	227097121
1	23183977	23211560
1	23317319	23321760
1	23682227	23683902
1	232016517	232019178
1	25961529	25965424
1	26999996	27023596
1	28437053	28444819
1	28810774	28820198
1	38856803	38859937
1	39561057	39562375
1	49313712	49320229
1	58913802	58915189
1	58927985	58929843
1	59878705	59879763
1	60081647	60085454
1	62425508	62430564
1	77104310	77107021
1	83027351	83030913
1	98282476	98284000
